Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID
CHEMBL1952053;;0;191.66;0;0.57;7g;CN(C)C(/C=N/O)=N\C1CC1.Cl;IC50;'>';200000.0;nM;;Outside typical range;;UO_0000065;;;;;False;CHEMBL1954098;Inhibition of human recombinant AChE using acetylthiocholine as substrate after 1 hr by Ellman method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1949498;1;Scientific Literature;J. Med. Chem.;2012;None
CHEMBL278172;BENZOCAINE;4;165.19;0;1.45;BENZOCAINE;CCOC(=O)c1ccc(N)cc1;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL2021458;EUBOL;0;510.43;None;None;3;;IC50;;;;;;Not Active;;;;;;False;CHEMBL1054620;Inhibition of AChE by spectrophotometry;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1152325;1;Scientific Literature;J. Nat. Prod.;2009;None
CHEMBL109;VALPROIC ACID;4;144.21;0;2.29;VALPROIC ACID;CCCC(CCC)C(=O)O;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL698;TETRACAINE;4;264.37;0;2.62;TETRACAINE;CCCCNc1ccc(C(=O)OCCN(C)C)cc1;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL498847;SECNIDAZOLE;4;185.18;0;0.48;SECNIDAZOLE;Cc1ncc([N+](=O)[O-])n1CC(C)O;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL221886;SISOMICIN;3;447.53;2;-3.85;SISOMICIN;CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL94;PHYSOSTIGMINE;4;275.35;0;1.77;Eserin;CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C;IC50;'=';2.9;nM;8.54;;;UO_0000065;31.01;0.58;6.77;19.05;False;CHEMBL2406149;Inhibition of acetylcholinesterase (unknown origin) using acetylcholine iodide as substrate preincubated for 15 mins prior to substrate addition by spectrophotometric analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2401632;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2013;None
CHEMBL51628;UMBELLIFERONE;0;162.14;0;1.50;5;O=c1ccc2ccc(O)cc2o1;IC50;'=';29000000.0;nM;;Outside typical range;;UO_0000065;;;;;False;CHEMBL1003053;Inhibition of AChE by spectrophotometry;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1150852;1;Scientific Literature;J. Nat. Prod.;2001;None
CHEMBL2206896;;0;438.53;1;6.00;26;COc1ccc(C2c3ccc4ccccc4c3Oc3nc4c(c(N)c32)CCCC4)c(OC)c1;IC50;'=';370.0;nM;6.43;;;UO_0000065;14.67;0.27;0.43;9.66;False;CHEMBL2216409;Inhibition of human AChE using acetylthiocholine iodide as substrate incubated for 10 mins prior to substrate addition measured after 15 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2203041;1;Scientific Literature;Eur. J. Med. Chem.;2012;None
CHEMBL3335067;;0;458.56;0;4.54;20b6;COc1cccc(CN2CCN(CCCOc3ccc4c(c3)oc(=O)c3ccccc34)CC2)c1;IC50;'=';18000.0;nM;4.75;;;UO_0000065;10.35;0.19;0.20;8.60;False;CHEMBL3383711;Inhibition of human recombinant AChE using acetylthiocholine iodide substrate incubated for 15 mins by spectrophotometry based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3351711;1;Scientific Literature;Bioorg. Med. Chem.;2014;None
CHEMBL3335065;;0;457.57;1;5.68;20b4;COc1cccc(CC2CCN(CCCOc3ccc4c(c3)oc(=O)c3ccccc34)CC2)c1;IC50;'=';18500.0;nM;4.73;;;UO_0000065;10.34;0.19;-0.95;9.12;False;CHEMBL3383711;Inhibition of human recombinant AChE using acetylthiocholine iodide substrate incubated for 15 mins by spectrophotometry based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3351711;1;Scientific Literature;Bioorg. Med. Chem.;2014;None
CHEMBL3335054;;0;446.59;0;4.65;19c5;O=c1oc2cc(OCCCCN3CCN(Cc4ccccc4)CC3)ccc2c2c1CCCC2;IC50;'=';6400.0;nM;5.19;;;UO_0000065;11.63;0.21;0.54;11.31;False;CHEMBL3383711;Inhibition of human recombinant AChE using acetylthiocholine iodide substrate incubated for 15 mins by spectrophotometry based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3351711;1;Scientific Literature;Bioorg. Med. Chem.;2014;None
CHEMBL3335051;;0;421.54;0;4.97;19c2;COc1cccc(CN(C)CCCCOc2ccc3c4c(c(=O)oc3c2)CCCC4)c1;IC50;'=';1700.0;nM;5.77;;;UO_0000065;13.69;0.25;0.80;11.11;False;CHEMBL3383711;Inhibition of human recombinant AChE using acetylthiocholine iodide substrate incubated for 15 mins by spectrophotometry based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3351711;1;Scientific Literature;Bioorg. Med. Chem.;2014;None
CHEMBL3335019;;0;333.82;0;3.58;9;COc1cc(C(C)N(C)C)cc2oc(=O)c3ccccc3c12.Cl;IC50;'=';2800.0;nM;5.55;;;UO_0000065;18.67;0.34;1.97;13.01;False;CHEMBL3383711;Inhibition of human recombinant AChE using acetylthiocholine iodide substrate incubated for 15 mins by spectrophotometry based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3351711;1;Scientific Literature;Bioorg. Med. Chem.;2014;None
CHEMBL1834810;;0;410.47;1;5.36;5;CC[C@H](C)C(=O)OCCCc1cc(OC)c2oc(-c3ccc4c(c3)OCO4)cc2c1;IC50;'=';5900.0;nM;5.23;;;UO_0000065;12.74;0.24;-0.13;7.79;False;CHEMBL1840095;Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate by spectrophotometric method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1833820;1;Scientific Literature;J. Nat. Prod.;2011;None
CHEMBL88026;;0;518.52;1;5.94;2;COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-];IC50;'=';8.0;nM;8.10;;;UO_0000065;18.46;0.36;2.16;22.79;False;CHEMBL644831;Concentration required for the inhibition of acetylcholinesterase;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1135325;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2002;None
CHEMBL3403311;;0;658.84;1;1.14;2a;CCN(CC)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)COC(=O)[C@@H]1CCCN1C(C)=O)C(C)C;IC50;'>';100.0;ug.mL-1;;Outside typical range;;UO_0000274;;;;;False;CHEMBL3404579;Inhibition of AchE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3400108;1;Scientific Literature;Bioorg. Med. Chem.;2015;None
CHEMBL3407581;;0;457.66;1;5.62;2;C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4C)CC3)ccc2n1C;IC50;'=';2800.0;nM;5.55;;;UO_0000065;12.13;0.22;-0.07;26.90;False;CHEMBL3413435;Inhibition of recombinant human AChE expressed in HEK293 cells preincubated for 15 mins;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3407435;1;Scientific Literature;J. Med. Chem.;2014;CHEMBL3307715
CHEMBL3403310;;0;724.94;1;2.83;1f;CCN(CC)C(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)COC(=O)[C@H](CC(C)C)NC(C)=O)C(C)C;IC50;'>';100.0;ug.mL-1;;Outside typical range;;UO_0000274;;;;;False;CHEMBL3404579;Inhibition of AchE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3400108;1;Scientific Literature;Bioorg. Med. Chem.;2015;None
CHEMBL3403314;;0;737.74;1;1.90;2d;CCN(CC)C(=O)[C@H](Cc1ccc(Br)cc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)COC(=O)[C@@H]1CCCN1C(C)=O)C(C)C;IC50;'>';100.0;ug.mL-1;;Outside typical range;;UO_0000274;;;;;False;CHEMBL3404579;Inhibition of AchE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3400108;1;Scientific Literature;Bioorg. Med. Chem.;2015;None
CHEMBL151861;;0;260.34;0;1.90;54a;C#CC(C)NCCc1cccc(OC(=O)N(C)C)c1;IC50;'=';170.0;nM;6.77;;;UO_0000065;26.00;0.49;4.87;16.28;False;CHEMBL645012;"In vitro inhibitory concentration against purified Acetylcholinesterase of human erythrocytes; value ranges from 0.16-0.18";B;BAO_0000019;assay format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1135657;1;Scientific Literature;J. Med. Chem.;2002;None
CHEMBL3263731;;0;431.97;1;5.43;8;CN(Cc1ccc(C(=O)NCCc2c[nH]c3ccccc23)cc1)Cc1cccc(Cl)c1;IC50;'=';5100.0;nM;5.29;;;UO_0000065;12.25;0.23;-0.14;11.00;False;CHEMBL3265621;Inhibition of human recombinant AchE using acetylthiocholine iodide as substrate incubated for 5 mins prior to substrate addition measured after 5 mins by Ellman method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3259799;1;Scientific Literature;J. Med. Chem.;2014;None
CHEMBL462547;URETHANE;4;89.09;0;0.10;URETHANE;CCOC(N)=O;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL259482;;0;346.52;0;3.15;2;OCC1CCN(Cc2ccc(OCCCN3CCCCC3)cc2)CC1;IC50;'=';1100.0;nM;5.96;;;UO_0000065;17.20;0.33;2.81;16.58;False;CHEMBL940221;Inhibition of AChE;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1143968;1;Scientific Literature;Bioorg. Med. Chem.;2008;None
CHEMBL2160212;;0;371.48;1;6.00;3;CN(CCCOc1ccc(-c2cc3ccccc3o2)cc1)Cc1ccccc1;IC50;;;;;;Not Active;;;;;;False;CHEMBL2162577;Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins prior to substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2157903;1;Scientific Literature;Eur. J. Med. Chem.;2012;None
CHEMBL2234844;;0;398.89;0;4.56;B20;CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1ccc(Cl)cc1)CCCC3;IC50;'=';1949.84;nM;5.71;;;UO_0000065;14.31;0.28;1.15;7.67;False;CHEMBL3047076;Inhibition of AChE (unknown origin) using acetylthiocholine chloride as substrate after 15 min by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3045165;1;Scientific Literature;Med Chem Res;2012;None
CHEMBL2234840;;0;408.50;0;4.30;B16;CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1ccccc1OC)CCCCC3;IC50;'=';20892.96;nM;4.68;;;UO_0000065;11.46;0.21;0.38;5.59;False;CHEMBL3047076;Inhibition of AChE (unknown origin) using acetylthiocholine chloride as substrate after 15 min by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3045165;1;Scientific Literature;Med Chem Res;2012;None
CHEMBL252925;GAMMA-FAGARINE;0;229.24;0;3.00;4;COc1c2ccoc2nc2c(OC)cccc12;IC50;;;;;;Not Active;;;;;;False;CHEMBL3068057;Inhibition of AChE (unknown origin) using acetylthiocholine iodide as substrate incubated for 20 min prior to substrate addition measured after 20 min by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3046928;1;Scientific Literature;Med Chem Res;2012;None
CHEMBL83;TAMOXIFEN;4;371.52;1;6.00;Tamoxifen;CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1;IC50;;;;;;Not Determined;;;;;;False;CHEMBL2072352;Inhibition of human AChE pre-incubated for 10 mins before acetylthiocholine iodide substrate addition;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2069170;1;Scientific Literature;J. Nat. Prod.;2012;None
CHEMBL550989;;0;404.29;1;5.06;11.HCl;CCOC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3.Cl;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;False;CHEMBL1051649;Inhibition of AChE in human erythrocytes by Ellman's method;B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1152433;1;Scientific Literature;J. Med. Chem.;2009;None
CHEMBL345124;PROPIDIUM;0;668.41;0;4.99;propidium iodide;CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[I-].[I-];IC50;'=';32300.0;nM;4.49;;;UO_0000065;10.83;0.20;-0.50;8.03;True;CHEMBL1051649;Inhibition of AChE in human erythrocytes by Ellman's method;B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1152433;1;Scientific Literature;J. Med. Chem.;2009;None
CHEMBL345124;PROPIDIUM;0;668.41;0;4.99;propidium iodide;CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[I-].[I-];IC50;'=';32200.0;nM;4.49;;;UO_0000065;10.83;0.20;-0.50;8.03;False;CHEMBL2166022;Inhibition of human AChE by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2163249;1;Scientific Literature;Bioorg. Med. Chem.;2012;None
CHEMBL56337;EPALRESTAT;2;319.41;0;2.92;EPALRESTAT;CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL1134;DECAMETHONIUM BROMIDE;4;418.30;0;3.52;1;C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-];IC50;'=';1000.0;nM;6.00;;;UO_0000065;23.21;0.46;2.48;None;False;CHEMBL3364163;Inhibition of acetylcholine esterase (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3351920;1;Scientific Literature;Bioorg. Med. Chem.;2014;None
CHEMBL130270;;0;379.50;0;4.79;2;CC(C)c1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C;IC50;'=';15.0;nM;7.82;;;UO_0000065;20.62;0.38;3.03;17.46;False;CHEMBL1249049;Inhibition of human AChE by Ellmans test;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1240490;1;Scientific Literature;J. Med. Chem.;2010;None
CHEMBL1243359;;0;260.34;0;2.34;76;CNC(=O)Oc1ccc2c(c1)CC[C@@H]1CCN(C)[C@H]21;IC50;'=';17.3;nM;7.76;;;UO_0000065;29.81;0.56;5.42;18.67;False;CHEMBL1249049;Inhibition of human AChE by Ellmans test;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1240490;1;Scientific Literature;J. Med. Chem.;2010;None
CHEMBL460969;LUCIDENIC ACID A;0;458.60;0;4.13;15;C[C@H](CCC(=O)O)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@@H]3O;IC50;'=';24040.0;nM;4.62;;;UO_0000065;10.07;0.19;0.49;4.25;False;CHEMBL1918466;Inhibition of AChE assessed as hydrolysis of acetylcholine preincubated for 15 mins measured after 15 mins by colorimetric Ellman assay;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1914414;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;None
CHEMBL2380671;;0;632.98;2;6.86;8d;O=C1/C(=C/c2ccccc2Cl)CN(C(=O)[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2cc(Cl)ccc23)C/C1=C\c1ccccc1Cl;IC50;'=';5080.0;nM;5.29;;;UO_0000065;8.36;0.17;-1.57;7.59;False;CHEMBL2384302;Inhibition of AChE (unknown origin) using acetylthiocholine iodide as substrate incubated for 15 mins prior to substrate addition measured after 30 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2380218;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2013;None
CHEMBL877;TRANEXAMIC ACID;4;157.21;0;0.84;TRANEXAMIC ACID;NC[C@H]1CC[C@H](C(=O)O)CC1;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL108;CARBAMAZEPINE;4;236.27;0;3.39;CARBAMAZEPINE;NC(=O)N1c2ccccc2C=Cc2ccccc21;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL219916;DOMPERIDONE;4;425.92;0;3.35;SID50103922;O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL95764;GLYPHOSATE;0;169.07;0;-1.20;GLYPHOSATE;O=C(O)CNCP(=O)(O)O;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL799;CILOSTAZOL;4;369.47;0;3.46;CILOSTAZOL;O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL416;METHOXSALEN;4;216.19;0;2.55;3;COc1c2occc2cc2ccc(=O)oc12;IC50;'=';54000.0;nM;4.27;;;UO_0000065;19.74;0.36;1.72;8.12;False;CHEMBL1003053;Inhibition of AChE by spectrophotometry;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1150852;1;Scientific Literature;J. Nat. Prod.;2001;None
CHEMBL464538;;0;566.42;1;5.33;3, BW-28C51;C=CC[N+](C)(C)c1ccc(CCC(=O)CCc2ccc([N+](C)(C)CC=C)cc2)cc1.[Br-].[Br-];IC50;'=';30.0;nM;7.52;;;UO_0000065;18.50;0.34;2.19;44.07;True;CHEMBL1763498;Inhibition of human erythrocyte recombinant AChE by modified Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1759923;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;None
CHEMBL3356952;;0;480.40;1;5.69;27;O=C1C(Cl)=C(NCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)C(=O)c2ccccc21;IC50;'=';8.94;nM;8.05;;;UO_0000065;16.75;0.33;2.36;11.32;False;CHEMBL3387411;Inhibition of human recombinant AChE after 5 mins by Ellman method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3351527;1;Scientific Literature;J. Med. Chem.;2014;None
CHEMBL3356529;;0;441.53;0;4.48;13;COc1ccc2nc3c(c(NCCCNC4=CC(=O)c5ccccc5C4=O)c2c1)CCCC3;IC50;'=';6150.0;nM;5.21;;;UO_0000065;11.80;0.22;0.73;6.49;False;CHEMBL3387411;Inhibition of human recombinant AChE after 5 mins by Ellman method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3351527;1;Scientific Literature;J. Med. Chem.;2014;None
CHEMBL507304;;0;787.01;2;8.73;13;CCN(CCCCCCN1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(CCCCCCN(CC)Cc3ccccc3OC)C4=O)cc2C1=O)Cc1ccccc1OC;IC50;'=';14.0;nM;7.85;;;UO_0000065;9.98;0.18;-0.88;7.88;False;CHEMBL948464;Inhibition of human recombinant AChE by Ellman's assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1152287;1;Scientific Literature;J. Med. Chem.;2008;None
